"ID","MS.SubClass","Lot.Frontage","Lot.Area","Alley","Lot.Shape","Land.Contour","House.Style","Overall.Qual","Overall.Cond","Year.Built","Mas.Vnr.Area","Exter.Cond","BsmtFin.SF.2","Bsmt.Unf.SF","Total.Bsmt.SF","Heating.QC","X1st.Flr.SF","X2nd.Flr.SF","Low.Qual.Fin.SF","Gr.Liv.Area","Bsmt.Full.Bath","Bsmt.Half.Bath","Full.Bath","Half.Bath","Bedroom.AbvGr","Kitchen.Qual","Functional","Garage.Type","Garage.Cars","Garage.Cond","Paved.Drive","Wood.Deck.SF","Open.Porch.SF","Enclosed.Porch","X3Ssn.Porch","Screen.Porch","Misc.Feature","Misc.Val","Mo.Sold","Sale.Condition","SalePrice","is.miss.Lot.Frontage","is.miss.Mas.Vnr.Area"
782,50,0,11250,"NA","Reg","Lvl","1.5Fin",4,5,1957,0,"TA",0,1104,1104,"Ex",1104,684,0,1788,1,0,1,0,5,"TA","Min2","Attchd",1,"TA","Y",120,0,0,0,0,"NA",0,11,"Normal",16.15,1,0
783,20,65,25095,"NA","IR1","Low","1Story",5,8,1968,0,"TA",0,113,1437,"Ex",1473,0,0,1473,2,0,1,0,1,"Ex","Typ","Attchd",1,"TA","Y",0,48,0,0,60,"NA",0,6,"Partial",14.3,0,0
786,20,0,10708,"NA","IR1","Lvl","1Story",5,5,1955,0,"TA",768,470,1617,"Ex",1867,0,0,1867,1,0,1,0,2,"TA","Typ","Attchd",1,"TA","Y",476,0,0,0,142,"NA",0,11,"Normal",19,1,0
789,20,73,9855,"NA","Reg","Lvl","1Story",6,5,1956,0,"TA",0,1436,1436,"Fa",1689,0,0,1689,0,0,1,0,3,"TA","Typ","Attchd",2,"TA","Y",0,0,0,0,0,"NA",0,11,"Normal",12.75,0,0
790,20,68,9571,"NA","Reg","Lvl","1Story",5,5,1956,0,"TA",0,816,1073,"TA",1073,0,0,1073,1,0,1,0,2,"TA","Typ","Attchd",1,"TA","Y",0,0,0,0,0,"NA",0,2,"Normal",12.15,0,0
792,60,50,9350,"NA","Reg","Bnk","2Story",6,7,1946,0,"TA",0,405,747,"Ex",892,747,0,1639,0,0,1,1,3,"Gd","Typ","Detchd",1,"TA","Y",0,50,0,0,0,"NA",0,7,"Normal",15.44,0,0
794,20,62,7440,"NA","Reg","Lvl","1Story",5,6,1954,0,"TA",0,916,1089,"TA",1089,0,0,1089,1,0,1,0,3,"TA","Typ","Detchd",1,"TA","P",328,0,0,0,0,"NA",0,9,"Normal",12.5,0,0
796,120,42,4235,"NA","Reg","Lvl","1Story",5,5,1984,149,"TA",393,104,1049,"TA",1049,0,0,1049,1,0,2,0,2,"Gd","Typ","Attchd",1,"TA","Y",0,105,0,0,0,"NA",0,2,"Normal",13.95,0,0
797,50,60,11409,"NA","Reg","Lvl","1.5Fin",5,4,1949,0,"TA",0,476,768,"Gd",1148,568,0,1716,0,0,1,1,3,"TA","Min2","Attchd",1,"TA","Y",0,0,0,0,160,"NA",0,1,"Normal",13.1,0,0
798,50,60,9060,"NA","Reg","Lvl","1.5Fin",6,5,1939,0,"TA",0,356,560,"TA",698,560,0,1258,0,0,1,0,2,"TA","Typ","Detchd",1,"TA","P",0,0,0,0,0,"NA",0,10,"Normal",10.5,0,0
800,80,74,10778,"NA","IR1","Lvl","SLvl",7,6,1990,0,"TA",286,308,1054,"Gd",1061,0,0,1061,1,0,1,1,1,"Gd","Typ","Attchd",2,"TA","Y",114,36,0,0,0,"NA",0,7,"Normal",16.2,0,0
802,50,79,12327,"NA","IR1","Low","1.5Fin",8,8,1983,0,"TA",0,55,1496,"Ex",1496,636,0,2132,1,0,1,1,1,"Gd","Min2","BuiltIn",2,"TA","Y",349,40,0,0,0,"NA",0,9,"Normal",31.66,0,0
804,60,75,9317,"NA","Reg","Lvl","2Story",7,5,1993,137,"TA",0,227,740,"Ex",1006,769,0,1775,1,0,2,1,3,"Gd","Typ","Attchd",2,"TA","Y",234,72,192,0,0,"NA",0,7,"Normal",21.3,0,0
805,60,85,10560,"NA","Reg","Lvl","2Story",7,5,1993,0,"Gd",0,605,1079,"Ex",1079,800,0,1879,1,0,2,1,3,"Gd","Typ","Attchd",2,"TA","Y",400,100,144,0,0,"NA",0,8,"Normal",23.99,0,0
807,70,120,26400,"NA","Reg","Bnk","2Story",5,7,1880,0,"TA",0,0,0,"Ex",1288,728,0,2016,0,0,1,0,4,"TA","Mod","Attchd",2,"TA","P",0,0,0,0,0,"NA",0,6,"Normal",13.1,0,0
808,90,64,7018,"NA","Reg","Bnk","1Story",5,5,1979,0,"Fa",0,0,0,"TA",1535,0,0,1535,0,0,2,0,4,"TA","Typ","Attchd",2,"TA","Y",0,0,0,0,0,"NA",0,6,"Alloca",11.8964,0,0
809,90,64,7018,"NA","Reg","Bnk","SFoyer",5,5,1979,275,"TA",0,0,1086,"TA",1224,0,0,1224,2,0,0,2,2,"TA","Typ","Detchd",2,"TA","Y",120,0,0,0,0,"NA",0,6,"Alloca",15.3337,0,0
810,90,64,7018,"NA","Reg","Lvl","2Story",5,5,1979,0,"TA",0,0,0,"TA",1114,1114,0,2228,0,0,2,0,6,"TA","Typ","Detchd",2,"TA","Y",73,0,0,0,0,"NA",0,6,"Alloca",14.7983,0,0
811,90,64,7018,"NA","Reg","Bnk","1Story",5,5,1979,0,"TA",0,0,0,"TA",1535,0,0,1535,0,0,2,0,4,"TA","Typ","Attchd",2,"TA","Y",0,0,0,0,0,"NA",0,6,"Alloca",11.8858,0,0
812,90,64,7018,"NA","Reg","Bnk","1Story",5,5,1979,0,"TA",0,0,0,"TA",1535,0,0,1535,0,0,2,0,4,"TA","Typ","Attchd",2,"TA","Y",0,0,0,0,0,"NA",0,6,"Alloca",11.8858,0,0
813,90,64,7018,"NA","Reg","Lvl","2Story",5,5,1979,0,"TA",0,0,0,"TA",1120,1120,0,2240,0,0,2,0,6,"TA","Typ","Detchd",2,"TA","Y",154,0,0,0,0,"NA",0,6,"Alloca",14.2953,0,0
815,90,64,7007,"NA","Reg","Bnk","1Story",5,5,1979,0,"TA",0,0,0,"TA",1513,0,0,1513,0,0,2,0,4,"TA","Typ","Attchd",2,"TA","Y",0,0,0,0,0,"NA",0,6,"Alloca",11.3722,0,0
816,90,0,11855,"NA","Reg","Lvl","2Story",7,5,2000,23,"TA",0,348,1168,"Ex",1168,1619,0,2787,2,0,4,2,6,"TA","Typ","BuiltIn",4,"TA","Y",312,0,0,0,0,"NA",0,10,"Normal",26.95,1,0
818,90,0,7976,"NA","Reg","Lvl","2Story",7,5,2000,23,"TA",0,348,1168,"Ex",1168,1619,0,2787,2,0,4,2,6,"TA","Typ","BuiltIn",4,"TA","Y",312,0,0,0,0,"NA",0,10,"Normal",26.95,1,0
821,20,61,10226,"NA","IR1","Lvl","1Story",8,5,2008,270,"TA",0,1622,1622,"Ex",1630,0,0,1630,1,0,2,0,3,"Ex","Typ","Attchd",3,"TA","Y",172,42,0,0,0,"NA",0,1,"Normal",29.5493,0,0
824,60,68,10769,"NA","IR1","Lvl","2Story",8,5,2007,0,"TA",0,846,866,"Ex",866,902,0,1768,0,0,2,1,3,"Gd","Typ","Attchd",2,"TA","Y",144,105,0,0,0,"NA",0,4,"Normal",21.2,0,0
826,20,122,11923,"NA","IR1","Lvl","1Story",9,5,2007,0,"TA",0,1800,1800,"Ex",1800,0,0,1800,0,0,2,0,2,"Ex","Typ","Attchd",2,"TA","Y",288,136,0,0,0,"NA",0,5,"Normal",23.9,0,0
828,20,64,6762,"NA","Reg","Lvl","1Story",7,5,2007,0,"TA",0,380,1282,"Ex",1290,0,0,1290,1,0,2,0,2,"Gd","Typ","Attchd",2,"TA","Y",168,0,0,0,0,"NA",0,5,"Normal",20,0,0
829,20,95,10324,"NA","IR1","Lvl","1Story",8,5,2008,140,"TA",0,382,1254,"Ex",1254,0,0,1254,1,0,2,0,2,"Gd","Typ","Attchd",3,"TA","Y",168,92,0,0,0,"NA",0,3,"Normal",22.18,0,0
831,20,78,11645,"NA","Reg","Lvl","1Story",8,5,2005,76,"TA",0,1474,1498,"Ex",1498,0,0,1498,0,0,2,0,3,"Gd","Typ","Attchd",3,"TA","Y",144,98,0,0,0,"NA",0,3,"Normal",23.7,0,0
832,60,79,11646,"NA","IR1","Lvl","2Story",6,5,2005,0,"TA",0,704,704,"Ex",704,718,0,1422,0,0,2,1,3,"Gd","Typ","Attchd",2,"TA","Y",36,28,0,0,0,"NA",0,7,"Normal",17.3,0,0
833,80,0,12800,"NA","Reg","Low","SLvl",7,5,1989,145,"TA",0,0,1518,"Gd",1644,0,0,1644,1,1,2,0,2,"Gd","Typ","Attchd",2,"TA","Y",80,0,0,0,396,"NA",0,8,"Normal",27.5,1,0
834,60,0,16698,"NA","IR1","HLS","2Story",7,5,1992,0,"TA",0,649,1449,"Gd",944,815,0,1759,1,0,2,1,3,"Gd","Typ","Attchd",2,"TA","Y",150,193,0,0,0,"NA",0,6,"Normal",23.35,1,0
835,60,0,28698,"NA","IR2","Low","2Story",5,5,1967,0,"TA",764,0,1013,"TA",1160,966,0,2126,0,1,2,1,3,"TA","Min2","Attchd",2,"TA","Y",486,0,0,0,225,"NA",0,6,"Abnorml",18.5,1,0
836,20,82,12464,"NA","IR2","Low","1Story",5,5,1996,0,"Gd",0,308,1040,"Gd",1040,0,0,1040,1,0,1,0,3,"Gd","Typ","Detchd",2,"TA","Y",168,0,0,0,0,"NA",0,11,"Normal",15.2,0,0
837,20,65,9757,"NA","Reg","Low","1Story",5,7,1994,0,"Gd",0,235,990,"Ex",990,0,0,990,1,0,1,0,3,"TA","Typ","Attchd",1,"TA","Y",66,0,0,0,92,"NA",0,10,"Normal",14.3,0,0
838,60,65,15426,"NA","IR1","Lvl","2Story",6,5,1997,0,"TA",0,107,928,"Ex",928,836,0,1764,1,0,2,1,3,"Gd","Typ","Attchd",2,"TA","Y",276,99,0,0,0,"NA",0,8,"Normal",23.15,0,0
839,60,43,10667,"NA","IR2","Lvl","2Story",7,6,1996,0,"TA",344,70,799,"Ex",827,834,0,1661,1,0,2,1,3,"Gd","Typ","Attchd",2,"TA","Y",158,61,0,0,0,"NA",0,4,"Normal",21.2,0,0
840,20,65,14753,"NA","IR2","Low","1Story",7,5,1998,0,"TA",0,513,1463,"Ex",1463,0,0,1463,1,0,2,0,3,"TA","Typ","Attchd",2,"TA","Y",0,81,0,0,0,"NA",0,12,"Normal",20.7,0,0
842,20,60,8072,"NA","Reg","Lvl","1Story",5,5,1994,0,"Gd",0,244,990,"Ex",990,0,0,990,1,0,1,0,3,"TA","Typ","Detchd",2,"TA","Y",0,64,0,0,0,"NA",0,5,"Normal",13.8,0,0
847,60,68,8935,"NA","IR1","Lvl","2Story",7,5,2002,95,"TA",0,831,831,"Ex",831,829,0,1660,0,0,2,1,3,"Gd","Typ","Attchd",2,"TA","Y",144,68,0,0,0,"NA",0,7,"Normal",19.5,0,0
850,20,67,16285,"NA","IR2","Lvl","1Story",7,5,2001,0,"TA",0,1413,1413,"Ex",1430,0,0,1430,0,0,2,0,3,"Gd","Typ","Attchd",2,"TA","Y",0,33,0,0,0,"NA",0,6,"Normal",18.71,0,0
851,20,65,10739,"NA","IR1","Lvl","1Story",7,5,2002,68,"TA",0,172,1431,"Ex",1444,0,0,1444,1,0,2,0,3,"Gd","Typ","Attchd",2,"TA","Y",144,40,0,0,0,"NA",0,4,"Normal",20.3,0,0
852,20,75,11166,"NA","Reg","Lvl","1Story",7,5,2001,180,"TA",0,1468,1492,"Ex",1492,0,0,1492,0,0,2,0,3,"Gd","Typ","Attchd",2,"TA","Y",0,114,0,0,168,"NA",0,7,"Family",20.1,0,0
854,20,0,16269,"NA","IR1","Lvl","1Story",5,5,1978,76,"TA",0,282,907,"TA",907,0,0,907,0,0,1,0,3,"TA","Typ","Attchd",1,"TA","Y",72,0,0,0,0,"NA",0,7,"Normal",14,1,0
855,20,76,6950,"NA","IR1","Lvl","1Story",5,7,1979,40,"TA",72,132,914,"TA",914,0,0,914,1,0,1,0,2,"TA","Typ","Attchd",2,"TA","Y",0,0,0,0,0,"NA",0,10,"Normal",13.49,0,0
857,20,0,7000,"NA","IR1","Lvl","1Story",5,8,1978,90,"Gd",0,218,864,"Ex",864,0,0,864,1,0,1,0,3,"TA","Typ","Attchd",1,"TA","Y",0,0,0,0,0,"NA",0,7,"Normal",13.65,1,0
858,20,0,9286,"NA","IR1","Lvl","1Story",5,7,1977,0,"TA",0,1072,1268,"TA",1268,0,0,1268,0,0,1,1,3,"Gd","Typ","Detchd",1,"TA","Y",173,0,0,0,0,"NA",0,10,"Normal",14.35,1,0
859,20,36,15523,"NA","IR1","Lvl","1Story",5,6,1972,0,"TA",0,404,864,"Ex",864,0,0,864,1,0,1,0,3,"TA","Typ","Attchd",1,"TA","Y",0,0,0,0,0,"NA",0,8,"Normal",13.35,0,0
860,20,60,7200,"NA","Reg","Low","1Story",5,5,1972,0,"TA",0,117,894,"TA",894,0,0,894,0,0,1,0,2,"TA","Typ","Detchd",2,"TA","Y",215,0,0,0,0,"NA",0,9,"Normal",12.3,0,0
861,85,60,7200,"NA","Reg","Lvl","SFoyer",5,8,1972,0,"Gd",0,108,768,"Gd",768,0,0,768,0,1,1,0,2,"TA","Typ","Detchd",1,"TA","Y",192,0,0,0,0,"NA",0,4,"Normal",13.39,0,0
862,85,70,8445,"NA","Reg","Lvl","SFoyer",5,7,1972,0,"TA",0,112,768,"TA",768,0,0,768,1,0,1,0,2,"TA","Typ","Detchd",2,"TA","Y",58,0,0,0,0,"NA",0,3,"Normal",13.3,0,0
864,60,0,12334,"NA","IR1","Lvl","2Story",8,5,2003,198,"TA",0,1068,1068,"Ex",1068,1116,0,2184,0,0,2,1,4,"Gd","Typ","BuiltIn",2,"TA","Y",192,132,0,0,0,"NA",0,6,"Normal",25.475,1,0
866,60,0,11885,"NA","Reg","Lvl","2Story",8,5,2001,108,"TA",0,309,1299,"Ex",1299,573,0,1872,1,0,2,1,3,"Ex","Typ","BuiltIn",2,"TA","Y",160,122,0,0,0,"NA",0,11,"Normal",26.15,1,0
867,60,0,11050,"NA","Reg","Lvl","2Story",9,5,2000,204,"TA",0,536,1440,"Ex",1476,677,0,2153,1,0,2,1,3,"Ex","Typ","Attchd",3,"TA","Y",253,142,0,0,0,"NA",0,5,"Normal",31.3,1,0
868,60,70,8749,"NA","Reg","Lvl","2Story",7,5,2002,0,"TA",0,840,840,"Ex",840,885,0,1725,0,0,2,1,3,"Gd","Typ","Attchd",2,"TA","Y",0,48,0,0,0,"NA",0,11,"Normal",19.85,0,1
869,60,0,11250,"NA","Reg","Lvl","2Story",7,5,2001,0,"TA",0,944,944,"Ex",944,926,0,1870,0,0,2,1,3,"Gd","Typ","Attchd",2,"TA","Y",256,43,0,0,0,"NA",0,5,"Normal",21.1,1,0
870,20,90,15750,"NA","Reg","Lvl","1Story",8,5,1999,260,"TA",0,216,1462,"Ex",1513,0,0,1513,1,0,2,0,2,"Gd","Typ","Attchd",2,"TA","Y",135,34,0,0,0,"NA",0,6,"Normal",22,0,0
871,20,73,11883,"NA","Reg","Lvl","1Story",7,5,1996,196,"TA",0,814,1504,"Ex",1504,0,0,1504,1,0,2,0,3,"Gd","Typ","Attchd",2,"TA","Y",115,66,0,0,0,"NA",0,6,"Normal",20.3,0,0
872,20,0,12782,"NA","Reg","Lvl","1Story",8,5,2002,164,"TA",0,462,1822,"Ex",1828,0,0,1828,1,0,2,0,3,"Gd","Typ","Attchd",2,"TA","Y",194,144,0,0,0,"NA",0,6,"Normal",27.95,1,0
873,20,70,8750,"NA","Reg","Lvl","1Story",7,5,1997,209,"TA",0,306,1417,"Ex",1417,0,0,1417,1,0,2,0,3,"Gd","Typ","Attchd",2,"TA","Y",60,0,0,0,117,"NA",0,8,"Normal",21,0,0
874,60,0,9375,"NA","Reg","Lvl","2Story",7,5,1997,573,"TA",0,318,1057,"Ex",1057,977,0,2034,1,0,2,1,3,"Gd","Typ","Attchd",2,"TA","Y",576,36,0,0,0,"NA",0,2,"Normal",21.95,1,0
877,20,75,9750,"NA","Reg","Lvl","1Story",7,5,2000,171,"TA",0,1630,1630,"Ex",1630,0,0,1630,0,0,2,0,3,"Gd","Typ","Attchd",2,"TA","Y",74,234,0,0,0,"NA",0,10,"Normal",21.3,0,0
878,120,0,4435,"NA","Reg","Lvl","1Story",6,5,2003,170,"TA",0,163,848,"Ex",848,0,0,848,1,0,1,0,1,"Gd","Typ","Attchd",2,"TA","Y",140,0,0,0,0,"NA",0,6,"Normal",14.4,1,0
881,60,65,9313,"NA","IR1","Lvl","2Story",7,5,2004,0,"TA",0,864,864,"Ex",864,864,0,1728,0,0,2,1,3,"Gd","Typ","Attchd",2,"TA","Y",187,56,0,0,0,"NA",0,4,"Normal",19,0,0
882,20,63,8487,"NA","Reg","Lvl","1Story",7,5,2004,210,"TA",0,1480,1500,"Ex",1500,0,0,1500,0,0,2,0,3,"Gd","Typ","Attchd",2,"TA","Y",192,36,0,0,0,"NA",0,8,"Normal",19,0,0
883,60,64,8633,"NA","Reg","Lvl","2Story",6,5,2005,0,"TA",0,545,738,"Ex",738,738,0,1476,1,0,2,1,3,"Gd","Typ","Attchd",2,"TA","Y",100,35,0,0,0,"NA",0,2,"Normal",17.35,0,0
885,20,67,8777,"NA","Reg","Lvl","1Story",4,5,1949,0,"TA",0,0,0,"Ex",1126,0,0,1126,0,0,2,0,2,"Gd","Typ","Detchd",2,"TA","N",0,96,0,0,0,"NA",0,5,"Normal",10.8,0,0
886,20,75,9937,"NA","Reg","Lvl","1Story",5,7,1964,0,"Gd",0,849,1486,"Ex",1486,0,0,1486,1,0,1,0,3,"TA","Typ","Detchd",2,"TA","Y",0,0,0,0,0,"NA",0,3,"Normal",16.7,0,0
887,20,67,8877,"NA","Reg","Lvl","1Story",4,6,1938,0,"TA",0,126,816,"Ex",816,0,0,816,1,0,1,0,2,"TA","Typ","Detchd",1,"Fa","Y",0,0,0,0,0,"NA",0,5,"Normal",10,0,0
888,85,64,7301,"NA","Reg","Lvl","SFoyer",7,5,2003,500,"TA",0,0,0,"Ex",495,1427,0,1922,0,0,3,0,4,"Gd","Typ","BuiltIn",2,"TA","Y",0,0,177,0,0,"NA",0,7,"Normal",19.85,0,0
889,60,75,7950,"NA","IR1","Bnk","2Story",6,6,1977,140,"TA",0,155,690,"TA",698,728,0,1426,0,0,1,1,3,"TA","Typ","Attchd",2,"TA","Y",252,0,0,0,0,"NA",0,7,"Normal",15.95,0,0
890,20,80,10682,"NA","Reg","Lvl","1Story",4,6,1960,0,"TA",0,615,1014,"TA",1149,0,0,1149,1,0,1,0,3,"TA","Min1","2Types",1,"TA","Y",0,240,0,0,0,"NA",0,7,"Normal",12.7,0,0
891,80,72,7200,"NA","Reg","Lvl","SLvl",6,6,1976,255,"TA",0,410,1041,"Ex",1125,0,0,1125,1,0,1,0,3,"TA","Typ","Detchd",1,"TA","Y",296,0,0,0,0,"NA",0,10,"Abnorml",12.5,0,0
892,20,86,13286,"NA","IR1","Lvl","1Story",9,5,2007,340,"TA",0,464,1698,"Ex",1698,0,0,1698,1,0,2,0,3,"Ex","Typ","Attchd",3,"TA","Y",327,64,0,0,0,"NA",0,2,"Normal",32,0,0
893,180,35,3675,"NA","Reg","Lvl","SFoyer",6,5,2005,80,"TA",0,0,547,"Gd",1072,0,0,1072,1,0,1,0,2,"TA","Typ","Basment",2,"TA","Y",0,28,0,0,0,"NA",0,4,"Normal",14.55,0,0
895,20,64,6410,"NA","Reg","HLS","1Story",4,5,1959,0,"TA",243,301,876,"TA",876,0,0,876,0,0,1,0,3,"TA","Typ","Detchd",1,"TA","Y",0,0,0,0,0,"NA",0,3,"Normal",8.5,0,0
896,20,70,11767,"NA","Reg","Lvl","1Story",5,5,1950,0,"TA",0,0,1078,"TA",1368,0,0,1368,1,0,1,0,3,"TA","Min1","Attchd",1,"TA","Y",0,41,211,0,0,"Shed",900,6,"Normal",12,0,0
897,50,50,8405,"NA","Reg","Lvl","1.5Fin",4,3,1945,0,"TA",0,0,0,"TA",1088,441,0,1529,0,0,2,0,4,"TA","Mod","Detchd",1,"TA","N",92,0,185,0,0,"NA",0,4,"Normal",9.8,0,0
898,30,56,4060,"NA","Reg","Lvl","1Story",5,8,1922,0,"TA",0,864,864,"Ex",864,0,0,864,0,0,1,0,2,"TA","Typ","NA",0,"NA","Y",0,96,0,0,0,"NA",0,7,"Normal",9.99,0,0
899,20,74,10206,"NA","Reg","Lvl","1Story",3,3,1952,0,"TA",0,0,0,"Fa",944,0,0,944,0,0,1,0,2,"Fa","Min1","Detchd",2,"Fa","Y",0,0,0,0,0,"NA",0,7,"Normal",8.2,0,0
901,20,70,11767,"NA","Reg","Lvl","1Story",5,5,1956,259,"TA",0,604,1150,"Ex",1560,0,0,1560,0,0,1,0,2,"TA","Min1","Attchd",1,"TA","Y",0,0,0,0,0,"NA",0,5,"Normal",10.35,0,0
902,20,0,8926,"NA","IR1","Lvl","1Story",4,3,1956,0,"TA",0,672,672,"Ex",960,0,0,960,0,0,1,0,3,"TA","Typ","Basment",1,"TA","Y",64,0,0,0,160,"NA",0,10,"Abnorml",11.2,1,0
903,50,67,12354,"Grvl","Reg","Lvl","1.5Fin",6,8,1920,0,"TA",0,684,684,"Gd",684,512,0,1196,0,0,1,0,3,"Gd","Typ","Detchd",2,"TA","Y",0,46,0,0,0,"Shed",800,8,"Normal",11,0,0
904,50,45,8212,"Grvl","Reg","Lvl","1.5Fin",5,6,1941,0,"TA",0,94,720,"Ex",854,444,0,1298,0,0,1,0,3,"TA","Typ","Detchd",1,"TA","Y",84,0,0,0,0,"NA",0,9,"Normal",12.2,0,0
905,50,60,10998,"Grvl","Reg","Lvl","1.5Fin",5,5,1941,0,"TA",420,156,984,"Ex",984,620,0,1604,0,0,2,0,3,"TA","Min2","Detchd",2,"TA","Y",0,68,0,0,0,"NA",0,7,"Normal",11.7,0,0
906,50,70,6300,"Pave","Reg","Lvl","1.5Fin",5,4,1938,88,"TA",0,0,832,"TA",832,436,0,1268,0,0,1,1,3,"TA","Typ","Basment",1,"TA","Y",0,0,55,0,0,"NA",0,7,"Abnorml",16,0,0
908,30,60,8400,"NA","Reg","Bnk","1Story",2,5,1920,0,"TA",0,0,290,"TA",438,0,0,438,0,0,1,0,1,"Fa","Typ","Detchd",1,"TA","N",0,0,0,0,0,"NA",0,1,"Normal",6,0,0
909,50,60,9900,"NA","Reg","Lvl","1.5Fin",6,7,1940,0,"TA",0,778,778,"TA",944,545,0,1489,0,0,2,0,3,"TA","Typ","Detchd",1,"TA","Y",335,0,0,0,0,"NA",0,7,"Normal",13.95,0,0
910,75,102,15863,"NA","Reg","Lvl","2.5Fin",7,3,1920,0,"TA",0,301,824,"Ex",1687,998,397,3082,1,0,2,1,5,"TA","Typ","Basment",2,"TA","Y",136,63,0,0,0,"NA",0,8,"Normal",19.7,0,0
912,50,65,7804,"NA","Reg","Lvl","1.5Fin",4,3,1928,0,"TA",0,500,1122,"TA",1328,653,0,1981,1,0,2,0,4,"Gd","Min2","Detchd",2,"TA","Y",431,44,0,0,0,"NA",0,12,"Normal",13.5,0,0
913,30,64,8574,"NA","Reg","Lvl","1Story",6,8,1916,0,"TA",0,816,816,"Ex",1232,0,0,1232,0,0,1,0,3,"Gd","Typ","Detchd",2,"TA","Y",0,0,180,0,0,"NA",0,10,"Normal",14.75,0,0
914,50,51,6171,"NA","Reg","Lvl","1.5Fin",6,6,1925,0,"TA",0,712,976,"Ex",1160,448,0,1608,0,0,2,1,3,"Gd","Typ","Detchd",1,"TA","Y",147,16,0,0,0,"NA",0,10,"Normal",13.745,0,0
915,70,60,7200,"NA","Reg","Lvl","2Story",7,9,1936,0,"Gd",210,0,560,"Ex",575,560,0,1135,1,0,1,0,3,"Gd","Typ","Detchd",2,"TA","Y",256,0,0,0,0,"NA",0,4,"Normal",15.5,0,0
917,50,52,6292,"NA","Reg","Lvl","1.5Fin",7,7,1928,0,"TA",0,861,861,"Gd",877,600,0,1477,0,1,2,0,3,"TA","Typ","Detchd",1,"TA","Y",0,50,0,0,0,"NA",0,8,"Normal",14.5,0,0
918,70,53,7155,"NA","Reg","Lvl","2Story",7,8,1918,0,"TA",0,600,600,"Ex",628,600,0,1228,0,0,1,0,3,"TA","Typ","Detchd",1,"TA","Y",0,113,0,0,195,"NA",0,5,"Normal",13.7,0,0
919,70,53,10918,"NA","Reg","Lvl","2Story",7,9,1926,0,"TA",0,1276,1276,"Ex",1276,804,0,2080,0,0,1,1,3,"Gd","Typ","Detchd",1,"TA","Y",0,0,0,0,145,"NA",0,6,"Normal",23.4,0,0
921,70,0,7500,"NA","IR1","Bnk","2Story",6,7,1942,0,"TA",0,224,771,"Fa",753,741,0,1494,0,0,1,0,3,"Gd","Typ","Attchd",1,"TA","P",0,0,0,0,224,"NA",0,11,"Normal",17.75,1,0
924,30,80,13360,"Grvl","IR1","HLS","1Story",5,7,1921,0,"Gd",0,163,876,"Ex",964,0,0,964,1,0,1,0,2,"TA","Typ","Detchd",2,"TA","Y",0,0,44,0,0,"NA",0,8,"Normal",16.35,0,0
926,90,0,8145,"NA","IR1","HLS","2.5Unf",7,6,1940,0,"TA",0,674,920,"Ex",1240,1240,0,2480,0,0,2,1,5,"TA","Typ","Detchd",2,"TA","Y",0,0,57,0,0,"NA",0,7,"Normal",20.5,1,0
927,20,70,9100,"NA","Reg","Lvl","1Story",5,6,1954,0,"Gd",694,264,1112,"Ex",1112,0,0,1112,1,0,1,0,2,"TA","Typ","Attchd",1,"TA","Y",0,0,0,0,0,"NA",0,10,"Family",14.48,0,0
928,70,75,12000,"NA","Reg","Bnk","2Story",7,7,1941,0,"TA",0,429,704,"Ex",860,704,0,1564,0,0,1,1,3,"Fa","Typ","Attchd",1,"TA","Y",0,0,0,0,0,"NA",0,7,"Normal",17.45,0,0
929,20,90,13339,"NA","IR1","Lvl","1Story",6,6,1960,132,"TA",875,621,1561,"TA",1561,0,0,1561,1,0,2,0,3,"TA","Typ","Attchd",2,"TA","Y",0,148,0,0,120,"NA",0,5,"Normal",19.3,0,0
930,50,78,15600,"NA","Reg","Bnk","1.5Fin",5,7,1949,0,"TA",507,248,1067,"Fa",986,537,0,1523,1,0,2,0,3,"Fa","Maj2","Attchd",1,"TA","Y",0,0,81,0,0,"NA",0,10,"Normal",15.8,0,0
932,20,100,17500,"NA","Reg","Bnk","1Story",6,5,1954,420,"TA",435,91,1310,"Ex",1906,0,0,1906,1,0,1,1,3,"TA","Typ","Basment",2,"TA","Y",0,201,0,0,0,"NA",0,1,"Normal",22.4,0,0
933,160,24,1733,"NA","Reg","Lvl","2Story",6,6,1980,0,"TA",0,516,516,"TA",516,516,0,1032,0,0,1,0,2,"TA","Typ","Detchd",2,"TA","Y",279,0,0,0,0,"NA",0,5,"Normal",11.5,0,0
934,160,24,1488,"NA","Reg","Lvl","2Story",6,6,1980,0,"Gd",0,90,561,"TA",561,668,0,1229,1,0,1,1,2,"Gd","Typ","Attchd",2,"TA","Y",176,0,0,0,0,"NA",0,10,"Normal",13.7,0,0
935,160,24,1612,"NA","Reg","Lvl","2Story",6,6,1980,0,"TA",0,561,561,"TA",561,668,0,1229,0,0,1,1,2,"TA","Typ","Attchd",2,"TA","Y",154,0,0,0,0,"NA",0,7,"Normal",12.1,0,0
936,160,24,1300,"NA","Reg","Lvl","2Story",6,6,1980,0,"TA",0,276,561,"TA",561,668,0,1229,0,0,1,1,2,"TA","Typ","Attchd",2,"TA","Y",150,0,0,0,0,"NA",0,5,"Normal",12.4,0,0
